2,0.0500000000000000028,1024,8,16,16,16,5,7,5,7,0.0777999999999999942,0.138300000000000006,0.0551000000000000031,0.0966000000000000053,0.0271999999999999985,0.0708000000000000018,0.0369000000000000022,0.0748999999999999944,0.0183000000000000003,0.0504000000000000004,0.0258999999999999994,0.0604999999999999982,0.0155999999999999993,0.0434000000000000011,0.0196999999999999988,0.0502000000000000016,0.0140999999999999997,0.0395000000000000004,0.0164000000000000014,0.0434000000000000011,0.00970000000000000029,0.0259999999999999988
1,0.0100000000000000002,32,1,4,1,1,7,5,7,7,0.0941000000000000031,0.197599999999999998,0.0493999999999999995,0.111399999999999999,0.0396999999999999992,0.0995999999999999941,0.0236999999999999988,0.0718000000000000027,0.0212999999999999995,0.0667999999999999983,0.0172999999999999994,0.0577999999999999972,0.0165000000000000008,0.0562,0.0148000000000000007,0.0519000000000000017,0.0143999999999999996,0.0516,0.0132999999999999993,0.0483000000000000027,0.00790000000000000077,0.0342000000000000012
1,0.0100000000000000002,128,1,16,4,8,7,5,7,7,0.0902000000000000024,0.155599999999999988,0.0623999999999999971,0.125400000000000011,0.0599000000000000019,0.119599999999999998,0.0553000000000000019,0.108399999999999996,0.054399999999999997,0.105999999999999997,0.0517000000000000029,0.100400000000000003,0.0510999999999999996,0.0987999999999999989,0.0485999999999999974,0.0953999999999999987,0.0439000000000000015,0.0928999999999999965,0.0374999999999999986,0.0859999999999999931,0.0247999999999999991,0.0572999999999999968
2,0.0100000000000000002,32,16,4,4,4,7,7,7,3,0.0296000000000000013,0.0655000000000000027,0.00419999999999999974,0.0234000000000000007,0.00389999999999999982,0.0224999999999999992,0.00259999999999999988,0.0177999999999999999,0.00250000000000000005,0.0176000000000000011,0.00250000000000000005,0.016799999999999999,0.0019,0.0151000000000000006,0.00150000000000000003,0.0134999999999999998,0.00150000000000000003,0.0134999999999999998,0.00129999999999999994,0.0120000000000000002,0.000572719999999999978,0.00779999999999999964
1,0.0500000000000000028,32,8,8,1,4,3,5,5,5,0.0273000000000000013,0.0783999999999999975,0.0106999999999999994,0.0413000000000000034,0.0100999999999999996,0.0400999999999999968,0.00830000000000000009,0.0345000000000000029,0.00820000000000000069,0.0349000000000000005,0.00689999999999999988,0.0310999999999999992,0.00689999999999999988,0.0313000000000000014,0.00600000000000000012,0.0281999999999999994,0.00600000000000000012,0.0288999999999999986,0.00530000000000000002,0.0274000000000000007,0.0019,0.0146000000000000001
1,0.100000000000000006,32,8,4,8,1,7,7,7,3,0.0156999999999999987,0.0521000000000000005,0.00339999999999999981,0.0212000000000000001,0.00410000000000000035,0.0235000000000000001,0.00250000000000000005,0.0177999999999999999,0.00259999999999999988,0.0181000000000000015,0.00229999999999999996,0.0160000000000000003,0.00209999999999999987,0.0158000000000000015,0.00139999999999999999,0.0126000000000000001,0.00169999999999999991,0.0140999999999999997,0.00129999999999999994,0.0114999999999999998,0.000981179999999999899,0.0106
3,0.0100000000000000002,32,4,16,8,4,3,5,3,7,0.0129,0.0352000000000000021,0.00110000000000000007,0.0105000000000000007,0.00110000000000000007,0.0106,0.000875510000000000025,0.00949999999999999976,0.000763820000000000015,0.00880000000000000053,0.000662950000000000041,0.00790000000000000077,0.000681749999999999956,0.00809999999999999956,0.000665739999999999952,0.0086999999999999994,0.000724820000000000043,0.00809999999999999956,0.000438130000000000008,0.00600000000000000012,0.000348910000000000019,0.00549999999999999968
2,0.0100000000000000002,128,16,4,16,1,3,3,3,7,0.111899999999999999,0.130700000000000011,0.111399999999999999,0.130299999999999999,0.106700000000000003,0.129200000000000009,0.0149,0.0531999999999999973,0.0125000000000000007,0.0476000000000000034,0.00820000000000000069,0.036200000000000003,0.00740000000000000033,0.0338999999999999996,0.0057999999999999996,0.0292999999999999997,0.00549999999999999968,0.0281,0.00489999999999999984,0.0265999999999999986,0.00209999999999999987,0.0152999999999999994
2,0.0500000000000000028,1024,1,16,1,1,5,5,7,5,0.103599999999999998,0.177900000000000003,0.0945000000000000007,0.215900000000000009,0.0947999999999999954,0.215299999999999991,0.0945000000000000007,0.213200000000000001,0.0952000000000000068,0.214700000000000002,0.0945000000000000007,0.2127,0.0950000000000000011,0.214100000000000013,0.0945000000000000007,0.21429999999999999,0.0952999999999999958,0.215100000000000013,0.0945000000000000007,0.213200000000000001,0.0963999999999999996,0.215400000000000008
1,0.100000000000000006,128,8,16,16,4,5,3,5,5,0.0361000000000000001,0.0884999999999999953,0.0114000000000000004,0.0446000000000000008,0.0100999999999999996,0.0408000000000000029,0.00779999999999999964,0.0337000000000000008,0.00730000000000000007,0.0326999999999999999,0.00630000000000000004,0.0303000000000000005,0.00589999999999999986,0.028500000000000001,0.00530000000000000002,0.0265999999999999986,0.00510000000000000037,0.0263000000000000005,0.00459999999999999992,0.0248999999999999985,0.0019,0.0152
3,0.0100000000000000002,32,8,8,4,1,3,5,7,7,0.00659999999999999996,0.0270999999999999991,0.000923569999999999968,0.0106,0.000914729999999999992,0.00979999999999999968,0.000786669999999999947,0.00940000000000000037,0.000737979999999999951,0.00889999999999999993,0.000963050000000000017,0.0111999999999999999,0.0028999999999999998,0.0145000000000000007,0.000683220000000000008,0.00749999999999999972,0.0008051,0.00830000000000000009,0.000675139999999999963,0.0071999999999999998,0.00042799,0.00589999999999999986
